time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,966,116,20,13
2025-07-05 00:00:00+00:00,30,16,11,10
2025-07-06 00:00:00+00:00,29,18,4,3
2025-07-07 00:00:00+00:00,200,82,27,18
2025-07-08 00:00:00+00:00,185,107,44,18
2025-07-09 00:00:00+00:00,186,93,46,20
2025-07-10 00:00:00+00:00,131,28,95,29
2025-07-11 00:00:00+00:00,298,71,93,24
2025-07-12 00:00:00+00:00,54,23,24,9
2025-07-13 00:00:00+00:00,33,16,12,6
2025-07-14 00:00:00+00:00,139,54,36,21
2025-07-15 00:00:00+00:00,397,96,55,25
2025-07-16 00:00:00+00:00,535,39,44,22
2025-07-17 00:00:00+00:00,113,37,39,20
