time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,158,73,41,20
2025-05-20 00:00:00+00:00,105,71,39,23
2025-05-21 00:00:00+00:00,110,59,36,21
2025-05-22 00:00:00+00:00,221,78,135,27
2025-05-23 00:00:00+00:00,268,64,25,19
2025-05-24 00:00:00+00:00,114,86,8,8
2025-05-25 00:00:00+00:00,27,21,9,8
2025-05-26 00:00:00+00:00,466,21,44,22
2025-05-27 00:00:00+00:00,162,33,45,23
2025-05-28 00:00:00+00:00,444,121,29,20
2025-05-29 00:00:00+00:00,293,66,22,14
2025-05-30 00:00:00+00:00,433,106,16,10
2025-05-31 00:00:00+00:00,143,61,13,8
2025-06-01 00:00:00+00:00,5,5,16,8
