referrer,views_total,views_unique
github.com,153,33
Google,49,22
cncf.io,16,13
goodfirstissues.com,9,4
com.google.android.gm,5,1
contribute.cncf.io,2,2
openfeature.dev,2,2
leaddev.com,2,1
landscape.cncf.io,1,1
yandex.ru,1,1
