referrer,views_total,views_unique
github.com,129,31
Google,25,18
statics.teams.cdn.office.net,21,1
flagd.dev,20,1
cncf.io,9,7
openfeature.dev,8,3
contribute.cncf.io,6,2
open-feature.github.io,5,3
Bing,2,2
github.dev,2,1
