url_path,views_total,views_unique
/open-feature/spec,176,158
/open-feature/spec/tree/main/specification,63,24
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,23,4
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,22,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,21,8
/open-feature/spec/blob/main/specification/types.md,20,5
/open-feature/spec/tree/main/specification/sections,16,5
/open-feature/spec/blob/main/specification/glossary.md,14,5
/open-feature/spec/tree/main/tools,11,5
/open-feature/spec/blob/main/specification.json,6,3
