referrer,views_total,views_unique
github.com,168,90
Google,22,14
cncf.io,13,8
openfeature.dev,3,3
Bing,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
com.slack,1,1
datadoghq.atlassian.net,1,1
flagd.dev,1,1
