referrer,views_total,views_unique
github.com,70,24
Google,39,26
flagd.dev,28,3
cncf.io,9,7
contribute.cncf.io,5,3
openfeature.dev,5,3
Bing,2,2
qwant.com,2,1
github.dev,2,1
euc-word-edit.officeapps.live.com,1,1
