referrer,views_total,views_unique
github.com,179,74
Google,29,20
claude.ai,13,1
openfeature.dev,11,5
cncf.io,8,5
chatgpt.com,3,2
Bing,2,1
DuckDuckGo,1,1
cnblogs.com,1,1
context7.com,1,1
