time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-29 00:00:00+00:00,226,91,14,8
2026-03-30 00:00:00+00:00,911,155,60,32
2026-03-31 00:00:00+00:00,925,186,57,29
2026-04-01 00:00:00+00:00,876,210,163,22
2026-04-02 00:00:00+00:00,601,150,62,36
2026-04-03 00:00:00+00:00,111,74,75,23
2026-04-04 00:00:00+00:00,52,39,17,8
2026-04-05 00:00:00+00:00,152,99,18,12
2026-04-06 00:00:00+00:00,229,109,58,21
2026-04-07 00:00:00+00:00,624,215,90,34
2026-04-08 00:00:00+00:00,532,211,133,31
2026-04-09 00:00:00+00:00,517,161,51,33
2026-04-10 00:00:00+00:00,389,129,84,35
2026-04-11 00:00:00+00:00,489,153,43,16
