url_path,views_total,views_unique
/open-feature/spec,167,146
/open-feature/spec/tree/main/specification,56,19
/open-feature/spec/pull/268,36,17
/open-feature/spec/blob/main/specification/glossary.md,16,6
/open-feature/spec/pull/268/files,15,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,14,5
/open-feature/spec/tree/main/tools,14,5
/open-feature/spec/blob/main/specification/types.md,13,4
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,12,6
/open-feature/spec/issues,10,7
