referrer,views_total,views_unique
github.com,303,32
Google,36,23
cncf.io,10,9
wenote.huawei.com,10,1
openfeature.dev,5,3
contribute.cncf.io,4,2
open-feature.github.io,1,1
mail.google.com,1,1
com.google.android.gm,1,1
landscape.cncf.io,1,1
