referrer,views_total,views_unique
Google,111,22
github.com,94,34
cncf.io,32,13
openfeature.dev,11,2
statics.teams.cdn.office.net,10,3
Bing,2,1
t.co,1,1
future-architect.github.io,1,1
search.brave.com,1,1
flagd.dev,1,1
