referrer,views_total,views_unique
github.com,74,18
Google,40,20
cncf.io,11,8
confluence-dc.paloaltonetworks.com,9,1
openfeature.dev,4,4
contribute.cncf.io,3,3
Bing,3,2
Yahoo,2,1
open-feature.github.io,1,1
goodfirstissues.com,1,1
