referrer,views_total,views_unique
github.com,86,27
Google,44,18
cncf.io,11,11
statics.teams.cdn.office.net,9,2
Bing,6,3
pkg.go.dev,3,2
unduck.link,3,1
openfeature.dev,2,1
flagd.dev,1,1
contribute.cncf.io,1,1
