url_path,views_total,views_unique
/open-feature/spec,188,166
/open-feature/spec/pull/293,34,1
/open-feature/spec/tree/main/specification,26,19
/open-feature/spec/issues,20,11
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,12,8
/open-feature/spec/blob/main/specification/types.md,10,8
/open-feature/spec/blob/main/specification/glossary.md,10,6
/open-feature/spec/tree/main/specification/sections,8,6
/open-feature/spec/releases/tag/v0.7.0,7,7
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,7,3
