url_path,views_total,views_unique
/open-feature/spec,188,149
/open-feature/spec/tree/main/specification,27,23
/open-feature/spec/pull/289,17,5
/open-feature/spec/pull/290,12,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,10,8
/open-feature/spec/tree/main/tools,8,7
/open-feature/spec/blob/main/specification/glossary.md,7,7
/open-feature/spec/blob/main/specification/appendix-d-observability.md,7,3
/open-feature/spec/tree/main/specification/sections,6,6
/open-feature/spec/issues,6,4
