url_path,views_total,views_unique
/open-feature/spec,206,160
/open-feature/spec/commit/cd99c3560a68c1810971be19b87ea803fb9b0b3a,44,19
/open-feature/spec/issues/276,40,8
/open-feature/spec/tree/main/specification,39,27
/open-feature/spec/blob/main/specification/sections/02-providers.md,16,12
/open-feature/spec/blob/main/specification/glossary.md,16,11
/open-feature/spec/pulls,16,9
/open-feature/spec/issues,12,9
/open-feature/spec/pull/268,11,9
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,11,8
