referrer,views_total,views_unique
github.com,112,43
Google,55,25
cncf.io,11,8
openfeature.dev,10,6
open-feature.github.io,5,2
Bing,3,1
com.slack,2,1
chatgpt.com,1,1
link.gitcode.com,1,1
statics.teams.cdn.office.net,1,1
