referrer,views_total,views_unique
github.com,107,33
Google,29,15
openfeature.dev,13,4
future-architect.github.io,11,2
cncf.io,9,6
open-feature.github.io,9,2
abema.esa.io,6,1
contribute.cncf.io,5,3
yandex.ru,3,1
news.ycombinator.com,2,1
