time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,35,1,17,5
2024-08-05 00:00:00+00:00,155,6,35,16
2024-08-06 00:00:00+00:00,55,6,42,16
2024-08-07 00:00:00+00:00,39,6,55,19
2024-08-08 00:00:00+00:00,37,4,41,22
2024-08-09 00:00:00+00:00,100,4,29,16
2024-08-10 00:00:00+00:00,8,3,6,4
2024-08-11 00:00:00+00:00,4,3,7,6
2024-08-12 00:00:00+00:00,23,4,45,23
2024-08-13 00:00:00+00:00,105,7,47,25
2024-08-14 00:00:00+00:00,477,4,43,14
2024-08-15 00:00:00+00:00,170,4,34,18
2024-08-16 00:00:00+00:00,22,3,34,19
2024-08-17 00:00:00+00:00,4,2,10,7
