referrer,views_total,views_unique
github.com,75,17
Google,71,28
cncf.io,19,11
Bing,17,2
contribute.cncf.io,4,3
DuckDuckGo,3,1
open-feature.github.io,2,2
openfeature.dev,2,1
mail.google.com,1,1
medium.com,1,1
