referrer,views_total,views_unique
github.com,94,24
Google,36,13
cncf.io,12,9
confluence-dc.paloaltonetworks.com,9,1
openfeature.dev,4,4
Bing,2,2
contribute.cncf.io,2,2
Yahoo,2,1
open-feature.github.io,1,1
goodfirstissues.com,1,1
