referrer,views_total,views_unique
github.com,85,29
Google,56,23
cncf.io,18,16
Bing,13,1
DuckDuckGo,7,2
contribute.cncf.io,6,4
chatgpt.com,5,3
com.google.android.gm,4,1
openfeature.dev,2,1
dt-rnd.atlassian.net,2,1
