url_path,views_total,views_unique
/open-feature/spec,208,175
/open-feature/spec/tree/main/specification,42,18
/open-feature/spec/tree/main/tools,23,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,16,6
/open-feature/spec/blob/main/specification/glossary.md,16,5
/open-feature/spec/blob/main/specification/types.md,14,3
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,13,3
/open-feature/spec/issues,8,8
/open-feature/spec/tree/main/specification/assets,6,3
/open-feature/spec/tree/main/tools/specification_parser,5,2
