referrer,views_total,views_unique
github.com,75,37
news.ycombinator.com,41,24
cncf.io,33,12
Google,25,14
openfeature.dev,13,5
api.daily.dev,6,1
search.brave.com,6,1
flagd.dev,5,1
future-architect.github.io,4,1
yandex.ru,4,1
