referrer,views_total,views_unique
github.com,73,25
Google,38,18
cncf.io,16,9
openfeature.dev,15,5
api.daily.dev,3,3
contribute.cncf.io,3,3
statics.teams.cdn.office.net,2,2
chatgpt.com,2,2
mail.google.com,2,1
m.youtube.com,2,1
