referrer,views_total,views_unique
github.com,74,23
Google,66,21
Bing,10,2
cncf.io,8,8
contribute.cncf.io,5,3
DuckDuckGo,4,3
openfeature.dev,3,2
flagd.dev,2,1
chatgpt.com,1,1
statics.teams.cdn.office.net,1,1
