url_path,views_total,views_unique
/open-feature/spec,215,174
/open-feature/spec/tree/main/specification,54,19
/open-feature/spec/tree/main/tools/specification_parser,17,5
/open-feature/spec/blob/main/specification/sections/02-providers.md,12,4
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,5
/open-feature/spec/releases/tag/v0.7.0,9,9
/open-feature/spec/issues,9,7
/open-feature/spec/blob/main/specification/glossary.md,8,4
/open-feature/spec/tree/main/tools,8,3
/open-feature/spec/releases,7,4
