referrer,views_total,views_unique
github.com,66,21
Google,39,26
flagd.dev,28,3
cncf.io,8,6
openfeature.dev,5,3
contribute.cncf.io,3,2
Bing,2,2
qwant.com,2,1
github.dev,2,1
landscape.cncf.io,1,1
