referrer,views_total,views_unique
github.com,205,70
Google,46,14
Bing,41,3
chatgpt.com,19,4
cncf.io,18,14
openfeature.dev,3,3
DuckDuckGo,2,2
cnblogs.com,2,1
teams.public.onecdn.static.microsoft,2,1
link-app.tbank.ru,1,1
