time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-23 00:00:00+00:00,282,218,18,14
2026-08-24 00:00:00+00:00,995,238,93,36
2026-08-25 00:00:00+00:00,2119,665,47,29
2026-08-26 00:00:00+00:00,1107,295,45,29
2026-08-27 00:00:00+00:00,526,187,76,31
2026-08-28 00:00:00+00:00,465,188,22,15
2026-08-29 00:00:00+00:00,240,120,21,12
2026-08-30 00:00:00+00:00,386,141,20,13
2026-08-31 00:00:00+00:00,291,139,40,26
2026-09-01 00:00:00+00:00,183,104,49,25
2026-09-02 00:00:00+00:00,421,197,42,25
2026-09-03 00:00:00+00:00,999,307,53,28
2026-09-04 00:00:00+00:00,674,225,23,13
2026-09-05 00:00:00+00:00,827,254,20,10
