time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,183,27,24,15
2025-11-22 00:00:00+00:00,47,29,11,9
2025-11-23 00:00:00+00:00,150,67,55,11
2025-11-24 00:00:00+00:00,500,180,34,16
2025-11-25 00:00:00+00:00,349,180,33,30
2025-11-26 00:00:00+00:00,266,186,19,14
2025-11-27 00:00:00+00:00,421,221,36,22
2025-11-28 00:00:00+00:00,522,98,23,14
2025-11-29 00:00:00+00:00,144,110,16,7
2025-11-30 00:00:00+00:00,253,169,16,11
2025-12-01 00:00:00+00:00,377,153,42,19
2025-12-02 00:00:00+00:00,435,160,43,28
2025-12-03 00:00:00+00:00,505,107,42,23
2025-12-04 00:00:00+00:00,204,116,25,20
