referrer,views_total,views_unique
github.com,80,26
Google,48,17
cncf.io,11,9
pkg.go.dev,3,2
unduck.link,3,1
chatgpt.com,3,1
Bing,2,2
openfeature.dev,2,1
euc-word-edit.officeapps.live.com,1,1
ecosia.org,1,1
