time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-26 00:00:00+00:00,539,164,34,17
2026-05-27 00:00:00+00:00,347,107,77,40
2026-05-28 00:00:00+00:00,413,146,58,32
2026-05-29 00:00:00+00:00,577,107,24,18
2026-05-30 00:00:00+00:00,185,43,17,16
2026-05-31 00:00:00+00:00,253,78,54,8
2026-06-01 00:00:00+00:00,1236,165,22,17
2026-06-02 00:00:00+00:00,638,130,30,20
2026-06-03 00:00:00+00:00,469,129,16,12
2026-06-04 00:00:00+00:00,270,110,44,16
2026-06-05 00:00:00+00:00,290,99,48,20
2026-06-06 00:00:00+00:00,338,113,8,8
2026-06-07 00:00:00+00:00,446,170,60,26
2026-06-08 00:00:00+00:00,600,160,55,18
