url_path,views_total,views_unique
/open-feature/spec,180,149
/open-feature/spec/pull/268,59,19
/open-feature/spec/tree/main/specification,41,13
/open-feature/spec/pull/268/files,26,11
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,25,6
/open-feature/spec/blob/main/specification/types.md,19,4
/open-feature/spec/tree/main/specification/sections,17,6
/open-feature/spec/blob/main/specification/glossary.md,11,5
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,5
/open-feature/spec/blob/main/specification.json,11,3
