referrer,views_total,views_unique
github.com,214,75
Google,46,13
Bing,40,2
cncf.io,26,18
chatgpt.com,19,4
openfeature.dev,4,4
DuckDuckGo,2,2
cnblogs.com,2,1
teams.public.onecdn.static.microsoft,2,1
link-app.tbank.ru,1,1
