time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-04 00:00:00+00:00,29,22,19,11
2024-05-05 00:00:00+00:00,45,25,55,21
2024-05-06 00:00:00+00:00,143,9,32,17
2024-05-07 00:00:00+00:00,88,12,58,20
2024-05-08 00:00:00+00:00,118,7,33,24
2024-05-09 00:00:00+00:00,102,17,117,32
2024-05-10 00:00:00+00:00,105,29,41,21
2024-05-11 00:00:00+00:00,13,7,27,13
2024-05-12 00:00:00+00:00,13,8,43,15
2024-05-13 00:00:00+00:00,93,8,119,40
2024-05-14 00:00:00+00:00,159,20,60,24
2024-05-15 00:00:00+00:00,151,11,77,23
2024-05-16 00:00:00+00:00,59,15,50,19
2024-05-17 00:00:00+00:00,163,24,107,30
