url_path,views_total,views_unique
/open-feature/spec,183,159
/open-feature/spec/pull/293,36,2
/open-feature/spec/tree/main/specification,24,18
/open-feature/spec/issues,20,11
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,7
/open-feature/spec/blob/main/specification/glossary.md,10,6
/open-feature/spec/blob/main/specification/types.md,9,7
/open-feature/spec/releases/tag/v0.7.0,7,7
/open-feature/spec/tree/main/tools,7,6
/open-feature/spec/blob/main/specification/README.md,6,5
