time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,560,191,41,25
2026-04-14 00:00:00+00:00,368,91,90,24
2026-04-15 00:00:00+00:00,1551,156,72,32
2026-04-16 00:00:00+00:00,325,123,65,31
2026-04-17 00:00:00+00:00,662,105,35,26
2026-04-18 00:00:00+00:00,509,129,29,16
2026-04-19 00:00:00+00:00,372,88,27,22
2026-04-20 00:00:00+00:00,561,199,67,35
2026-04-21 00:00:00+00:00,841,263,46,24
2026-04-22 00:00:00+00:00,1701,535,35,25
2026-04-23 00:00:00+00:00,1235,270,73,27
2026-04-24 00:00:00+00:00,985,193,39,18
2026-04-25 00:00:00+00:00,607,179,36,11
2026-04-26 00:00:00+00:00,312,136,18,18
