time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-30 00:00:00+00:00,199,65,64.0,29.0
2025-01-31 00:00:00+00:00,419,148,32.0,15.0
2025-02-01 00:00:00+00:00,15,11,6.0,5.0
2025-02-02 00:00:00+00:00,21,18,14.0,11.0
2025-02-03 00:00:00+00:00,346,75,48.0,17.0
2025-02-04 00:00:00+00:00,576,91,45.0,20.0
2025-02-05 00:00:00+00:00,227,162,47.0,27.0
2025-02-06 00:00:00+00:00,338,84,41.0,15.0
2025-02-07 00:00:00+00:00,999,95,67.0,23.0
2025-02-08 00:00:00+00:00,203,85,9.0,9.0
2025-02-09 00:00:00+00:00,51,40,10.0,8.0
2025-02-10 00:00:00+00:00,487,74,101.0,23.0
2025-02-11 00:00:00+00:00,479,143,57.0,22.0
2025-02-12 00:00:00+00:00,201,116,,
