referrer,views_total,views_unique
github.com,103,24
Google,35,21
cncf.io,10,8
openfeature.dev,5,2
mail.google.com,1,1
chatgpt.com,1,1
Bing,1,1
youtube.com,1,1
contribute.cncf.io,1,1
euc-word-edit.officeapps.live.com,1,1
