referrer,views_total,views_unique
github.com,101,28
Google,26,21
openfeature.dev,11,5
chatgpt.com,10,3
cncf.io,6,6
dt-rnd.atlassian.net,5,1
contribute.cncf.io,3,3
news.ycombinator.com,2,2
DuckDuckGo,2,1
ecosia.org,1,1
