url_path,views_total,views_unique
/open-feature/spec,252,213
/open-feature/spec/tree/main/specification,27,20
/open-feature/spec/pull/278,15,3
/open-feature/spec/pulls,11,6
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,10,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,10,10
/open-feature/spec/releases/tag/v0.8.0,10,9
/open-feature/spec/tree/main/specification/sections,9,7
/open-feature/spec/commit/cd99c3560a68c1810971be19b87ea803fb9b0b3a,9,6
/open-feature/spec/blob/main/specification/sections/04-hooks.md,9,5
