referrer,views_total,views_unique
github.com,79,31
Google,32,18
cncf.io,17,9
DuckDuckGo,6,1
pkg.go.dev,4,1
Baidu,2,2
chatgpt.com,2,2
openfeature.dev,2,2
yandex.ru,2,1
api.daily.dev,1,1
