referrer,views_total,views_unique
github.com,121,32
Google,67,22
openfeature.dev,28,3
cncf.io,15,10
cnblogs.com,8,2
Bing,7,2
opentelemetry.io,3,1
DuckDuckGo,2,2
open-feature.github.io,1,1
landscape.cncf.io,1,1
