time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,188,37,31,27
2025-12-06 00:00:00+00:00,283,42,28,15
2025-12-07 00:00:00+00:00,121,60,10,6
2025-12-08 00:00:00+00:00,188,97,37,23
2025-12-09 00:00:00+00:00,314,98,29,20
2025-12-10 00:00:00+00:00,322,198,85,27
2025-12-11 00:00:00+00:00,409,192,43,20
2025-12-12 00:00:00+00:00,230,34,39,17
2025-12-13 00:00:00+00:00,289,29,16,13
2025-12-14 00:00:00+00:00,258,158,213,7
2025-12-15 00:00:00+00:00,221,140,40,24
2025-12-16 00:00:00+00:00,436,164,25,20
2025-12-17 00:00:00+00:00,498,156,29,18
2025-12-18 00:00:00+00:00,349,113,58,23
