referrer,views_total,views_unique
github.com,238,70
Google,37,21
cncf.io,10,8
openfeature.dev,6,2
Bing,5,2
com.slack,4,1
DuckDuckGo,2,2
chatgpt.com,2,2
open-feature.github.io,1,1
