referrer,views_total,views_unique
Google,74,28
github.com,55,21
cncf.io,9,9
Bing,9,1
contribute.cncf.io,6,4
flagd.dev,6,2
DuckDuckGo,4,3
openfeature.dev,2,1
getunleash.io,1,1
chatgpt.com,1,1
