referrer,views_total,views_unique
Google,109,24
github.com,100,38
cncf.io,39,19
contribute.cncf.io,30,2
statics.teams.cdn.office.net,10,3
openfeature.dev,10,2
future-architect.github.io,2,2
Bing,2,1
search.brave.com,1,1
landscape.cncf.io,1,1
