time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,492,246,63,26
2026-07-07 00:00:00+00:00,609,245,29,16
2026-07-08 00:00:00+00:00,542,177,25,19
2026-07-09 00:00:00+00:00,368,265,23,14
2026-07-10 00:00:00+00:00,331,185,20,12
2026-07-11 00:00:00+00:00,519,288,36,8
2026-07-12 00:00:00+00:00,2410,475,16,9
2026-07-13 00:00:00+00:00,765,236,44,19
2026-07-14 00:00:00+00:00,329,174,36,21
2026-07-15 00:00:00+00:00,767,288,81,12
2026-07-16 00:00:00+00:00,359,199,53,29
2026-07-17 00:00:00+00:00,421,133,34,26
2026-07-18 00:00:00+00:00,786,307,10,10
2026-07-19 00:00:00+00:00,375,123,9,7
