url_path,views_total,views_unique
/open-feature/spec,178,150
/open-feature/spec/pull/268,81,21
/open-feature/spec/tree/main/specification,49,16
/open-feature/spec/pull/269,27,8
/open-feature/spec/pull/268/files,26,11
/open-feature/spec/tree/main/specification/sections,19,5
/open-feature/spec/pulls,15,8
/open-feature/spec/pull/269/files,15,7
/open-feature/spec/blob/main/specification/appendix-a-included-utilities.md,12,6
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,12,4
