referrer,views_total,views_unique
github.com,151,31
Google,52,20
cncf.io,16,12
goodfirstissues.com,9,4
com.google.android.gm,5,1
leaddev.com,2,1
Bing,1,1
chatgpt.com,1,1
landscape.cncf.io,1,1
yandex.ru,1,1
