url_path,views_total,views_unique
/open-feature/spec,218,174
/open-feature/spec/tree/main/specification,72,22
/open-feature/spec/blob/main/specification/glossary.md,18,4
/open-feature/spec/issues,15,11
/open-feature/spec/tree/main/tools/specification_parser,14,5
/open-feature/spec/blob/main/specification/sections/02-providers.md,14,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,13,6
/open-feature/spec/tree/main/specification/assets,11,4
/open-feature/spec/blob/main/specification/types.md,10,2
/open-feature/spec/pulls,9,8
