url_path,views_total,views_unique
/open-feature/spec,176,146
/open-feature/spec/tree/main/specification,51,20
/open-feature/spec/blob/main/specification/types.md,21,7
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,17,5
/open-feature/spec/blob/main/specification/sections/04-hooks.md,14,4
/open-feature/spec/issues,12,8
/open-feature/spec/blob/main/specification.json,11,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,9,4
/open-feature/spec/blob/main/specification/glossary.md,9,3
/open-feature/spec/blob/main/specification/sections/02-providers.md,8,4
