url_path,views_total,views_unique
/open-feature/spec,656,597
/open-feature/spec/tree/main/specification,97,89
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,43,42
/open-feature/spec/tree/main/specification/sections,27,24
/open-feature/spec/blob/main/specification/types.md,23,21
/open-feature/spec/blob/main/specification/sections/02-providers.md,22,22
/open-feature/spec/blob/main/specification/sections/04-hooks.md,16,12
/open-feature/spec/blob/main/specification/glossary.md,15,11
/open-feature/spec/pull/278,15,3
/open-feature/spec/tree/main/tools,13,13
