referrer,views_total,views_unique
github.com,41,15
Google,32,19
cncf.io,9,7
contribute.cncf.io,5,4
dt-rnd.atlassian.net,5,2
chatgpt.com,4,2
openfeature.dev,2,1
unduck.link,1,1
Bing,1,1
euc-word-edit.officeapps.live.com,1,1
