url_path,views_total,views_unique
/open-feature/spec,218,190
/open-feature/spec/pull/293,45,2
/open-feature/spec/tree/main/specification,35,26
/open-feature/spec/issues,24,13
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,15,10
/open-feature/spec/pull/294,15,4
/open-feature/spec/blob/main/specification/glossary.md,13,7
/open-feature/spec/blob/main/specification/types.md,12,10
/open-feature/spec/tree/main/specification/sections,12,9
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,9,5
