referrer,views_total,views_unique
github.com,187,77
Google,31,21
cncf.io,7,7
openfeature.dev,3,3
Bing,1,1
ay2026-27cp.klef.in,1,1
chatgpt.com,1,1
landscape.cncf.io,1,1
link-app.tbank.ru,1,1
qianwen.com,1,1
