referrer,views_total,views_unique
github.com,79,31
Google,40,20
cncf.io,10,8
openfeature.dev,6,5
chatgpt.com,3,2
github.bus.zalan.do,2,1
euc-word-edit.officeapps.live.com,1,1
mail.google.com,1,1
rubygems.org,1,1
yandex.ru,1,1
