referrer,views_total,views_unique
github.com,79,35
Google,47,25
cncf.io,20,10
DuckDuckGo,6,1
pkg.go.dev,4,1
chatgpt.com,3,3
Baidu,2,2
openfeature.dev,2,2
ya.ru,2,1
search.brave.com,1,1
