referrer,views_total,views_unique
github.com,72,31
Google,53,19
cncf.io,22,16
contribute.cncf.io,3,1
npmjs.com,1,1
cn.bing.com,1,1
yandex.ru,1,1
openfeature.dev,1,1
pkg.go.dev,1,1
statics.teams.cdn.office.net,1,1
