referrer,views_total,views_unique
Google,84,31
github.com,42,19
cncf.io,14,13
Bing,9,1
contribute.cncf.io,6,4
flagd.dev,6,2
DuckDuckGo,4,3
statics.teams.cdn.office.net,2,2
search.brave.com,2,2
openfeature.dev,2,1
