time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-24 00:00:00+00:00,35,7,47,22
2024-10-25 00:00:00+00:00,81,6,708,412
2024-10-26 00:00:00+00:00,46,3,72,40
2024-10-27 00:00:00+00:00,26,2,39,26
2024-10-28 00:00:00+00:00,124,5,64,36
2024-10-29 00:00:00+00:00,206,5,35,19
2024-10-30 00:00:00+00:00,70,5,37,25
2024-10-31 00:00:00+00:00,36,3,32,23
2024-11-01 00:00:00+00:00,22,6,42,16
2024-11-02 00:00:00+00:00,14,9,7,3
2024-11-03 00:00:00+00:00,34,6,14,12
2024-11-04 00:00:00+00:00,63,7,69,22
2024-11-05 00:00:00+00:00,157,4,33,21
2024-11-06 00:00:00+00:00,109,3,46,20
