url_path,views_total,views_unique
/open-feature/spec,227,178
/open-feature/spec/tree/main/specification,83,26
/open-feature/spec/blob/main/specification/sections/02-providers.md,22,5
/open-feature/spec/tree/main/tools/specification_parser,17,7
/open-feature/spec/issues,15,12
/open-feature/spec/tree/main/specification/sections,15,5
/open-feature/spec/blob/main/specification/glossary.md,14,2
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,13,6
/open-feature/spec/blob/main/specification/sections/04-hooks.md,13,5
/open-feature/spec/blob/main/specification/types.md,10,2
